id,runtime,score
9,2200,-205
9,2300,-207
9,2400,-207
9,2500,-207
9,2600,-207
9,2700,-207
9,2800,-207
9,2900,-207
9,3000,-207
9,3100,-207
9,3200,-207
9,3300,-207
9,3400,-211
9,3500,-211
9,3600,-211
9,3700,-211
9,3800,-211
9,3900,-211
9,4000,-211
9,4100,-211
9,4200,-211
9,4300,-211
9,4400,-211
9,4500,-211
9,4600,-211
9,4700,-213
9,4800,-213
9,4900,-213
9,5000,-213
9,5100,-213
9,5200,-213
9,5300,-213
9,5400,-213
9,5500,-213
9,5600,-213
9,5700,-213
9,5800,-213
9,5900,-213
9,6000,-213
9,6100,-213
9,6200,-213
9,6300,-213
9,6400,-213
9,6500,-213
9,6600,-213
9,6700,-213
9,6800,-213
9,6900,-213
9,7000,-213
9,7100,-213
9,7200,-213
9,7300,-213
9,7400,-213
9,7500,-213
9,7600,-213
9,7700,-213
9,7800,-213
9,7900,-213
9,8000,-213
9,8100,-213
9,8200,-213
9,8300,-213
9,8400,-213
9,8500,-213
9,8600,-213
9,8700,-213
9,8800,-213
9,8900,-213
9,9000,-213
9,9100,-213
9,9200,-213
9,9300,-213
9,9400,-213
9,9500,-213
9,9600,-213
9,9700,-213
9,9800,-213
9,9900,-213
9,10000,-213
